,Hospitals,Hotels
344,Mahatma Gandhi Cancer Hospital & Research Institute,
345,Mahatma Gandhi Cancer Hospital & Research Institute,
346,Mahatma Gandhi Cancer Hospital & Research Institute,
347,Mahatma Gandhi Cancer Hospital & Research Institute,
348,Mahatma Gandhi Cancer Hospital & Research Institute,
349,Mahatma Gandhi Cancer Hospital & Research Institute,
350,Mahatma Gandhi Cancer Hospital & Research Institute,
351,Mahatma Gandhi Cancer Hospital & Research Institute,
352,Mahatma Gandhi Cancer Hospital & Research Institute,
353,Mahatma Gandhi Cancer Hospital & Research Institute,
354,Mahatma Gandhi Cancer Hospital & Research Institute,"HOTEL'S NAME:
Four Points
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
50
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
- Not Available -
HOTELS LINK:
https://www.marriott.com/hotels/travel/vtzfp-four-points-visakhapatnam/"
355,Mahatma Gandhi Cancer Hospital & Research Institute,"HOTEL'S NAME:
Treebo Trend MVP Grand
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.2
ROOM COUNT:
50
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
26
HOTELS LINK:
treebo.com"
356,Mahatma Gandhi Cancer Hospital & Research Institute,"SIGHT'S NAME:
RK BEACH
SIGHTS' ADDRESS:
RK BEACH ROAD
SIGHT DISTANCE FROM HOSPITAL (IN KM):
5.0
CONNECTIVITY:
CAB & AUTO
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
UBER & OLA
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
357,Mahatma Gandhi Cancer Hospital & Research Institute,"MARKET NAME:
M V P SUPER MARKET
MARKET IS KNOWN FOR:
VEGETABLES & GROCERIES
RESTURANTS IN MARKET PLACE:
SOUTH, NORTH AND MULTI CUISINE
RELIGIOUS PLACES IN MARKET:
ISKON,QMB CHURCH AND MOSQUE"
358,Neoretina Eyecare Institute,"APPOINTMENT LINK
www.neoretina.com"
359,Neoretina Eyecare Institute,"INTERNATIONAL CUSINES
NA"
360,Neoretina Eyecare Institute,"INTERNATIONAL RECOGNITIONS
- Not Available -"
361,Neoretina Eyecare Institute,"ISO DETAILS
- Not Available -"
362,Neoretina Eyecare Institute,"LANGUAGES
* English"
363,Neoretina Eyecare Institute,"CERTIFICATES
* NABH"
364,Neoretina Eyecare Institute,
365,Neoretina Eyecare Institute,
366,Neoretina Eyecare Institute,
367,Neoretina Eyecare Institute,
368,Neoretina Eyecare Institute,
369,Neoretina Eyecare Institute,
370,Neoretina Eyecare Institute,
371,Neoretina Eyecare Institute,
372,Neoretina Eyecare Institute,
373,Neoretina Eyecare Institute,
374,Neoretina Eyecare Institute,
375,Neoretina Eyecare Institute,
376,Neoretina Eyecare Institute,
377,Neoretina Eyecare Institute,
378,Neoretina Eyecare Institute,
379,Neoretina Eyecare Institute,
380,Neoretina Eyecare Institute,
381,Neoretina Eyecare Institute,
382,Neoretina Eyecare Institute,
383,Neoretina Eyecare Institute,
384,Neoretina Eyecare Institute,
385,Neoretina Eyecare Institute,
386,Neoretina Eyecare Institute,
387,Neoretina Eyecare Institute,
388,Neoretina Eyecare Institute,
389,Neoretina Eyecare Institute,
390,Neoretina Eyecare Institute,
391,Neoretina Eyecare Institute,
392,Neoretina Eyecare Institute,
393,Neoretina Eyecare Institute,
394,Neoretina Eyecare Institute,
395,Neoretina Eyecare Institute,
396,Neoretina Eyecare Institute,
397,Neoretina Eyecare Institute,
398,Neoretina Eyecare Institute,
399,Neoretina Eyecare Institute,
400,Neoretina Eyecare Institute,
401,Neoretina Eyecare Institute,"HOTEL'S NAME:
Hotel Marjan International
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
25
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
21
HOTELS LINK:
no website"
402,Neoretina Eyecare Institute,"HOTEL'S NAME:
Hotel Srujana Stay Inn
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
23
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
21
HOTELS LINK:
business.site"
403,Neoretina Eyecare Institute,"SIGHT'S NAME:
Public Gardens
SIGHTS' ADDRESS:
Public Garden Rd, Public Gardens, Red Hills, Nampally, Hyderabad, Telangana 500004
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.0
CONNECTIVITY:
Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
404,Neoretina Eyecare Institute,"MARKET NAME:
Nampally Market
MARKET IS KNOWN FOR:
Multiple Type Of Items
RESTURANTS IN MARKET PLACE:
Fast Food, Local Resturants
RELIGIOUS PLACES IN MARKET:
Jama Masjid Aliya"
405,"Star Hospitals, Hyderabad","APPOINTMENT LINK
- not available -"
406,"Star Hospitals, Hyderabad","INTERNATIONAL CUSINES
Asian, European. Italian, Continental, Arabic, Chines"
407,"Star Hospitals, Hyderabad","INTERNATIONAL RECOGNITIONS
- Not Available -"
408,"Star Hospitals, Hyderabad","ISO DETAILS
- Not Available -"
409,"Star Hospitals, Hyderabad","LANGUAGES
* Arabic
* French"
410,"Star Hospitals, Hyderabad","CERTIFICATES
* NABH"
411,"Star Hospitals, Hyderabad","ROOMS
* Multiple Beds"
412,"Star Hospitals, Hyderabad",
413,"Star Hospitals, Hyderabad",
414,"Star Hospitals, Hyderabad",
415,"Star Hospitals, Hyderabad",
416,"Star Hospitals, Hyderabad",
417,"Star Hospitals, Hyderabad",
418,"Star Hospitals, Hyderabad",
419,"Star Hospitals, Hyderabad",
420,"Star Hospitals, Hyderabad",
421,"Star Hospitals, Hyderabad",
422,"Star Hospitals, Hyderabad",
423,"Star Hospitals, Hyderabad",
424,"Star Hospitals, Hyderabad",
425,"Star Hospitals, Hyderabad",
426,"Star Hospitals, Hyderabad",
427,"Star Hospitals, Hyderabad",
428,"Star Hospitals, Hyderabad",
429,"Star Hospitals, Hyderabad",
430,"Star Hospitals, Hyderabad",
431,"Star Hospitals, Hyderabad",
432,"Star Hospitals, Hyderabad",
433,"Star Hospitals, Hyderabad",
434,"Star Hospitals, Hyderabad",
435,"Star Hospitals, Hyderabad",
436,"Star Hospitals, Hyderabad",
437,"Star Hospitals, Hyderabad",
438,"Star Hospitals, Hyderabad",
439,"Star Hospitals, Hyderabad",
440,"Star Hospitals, Hyderabad",
441,"Star Hospitals, Hyderabad",
442,"Star Hospitals, Hyderabad",
443,"Star Hospitals, Hyderabad",
444,"Star Hospitals, Hyderabad",
445,"Star Hospitals, Hyderabad",
446,"Star Hospitals, Hyderabad",
447,"Star Hospitals, Hyderabad",
448,"Star Hospitals, Hyderabad",
449,"Star Hospitals, Hyderabad",
450,"Star Hospitals, Hyderabad",
451,"Star Hospitals, Hyderabad",
452,"Star Hospitals, Hyderabad",
453,"Star Hospitals, Hyderabad",
454,"Star Hospitals, Hyderabad",
455,"Star Hospitals, Hyderabad",
456,"Star Hospitals, Hyderabad",
457,"Star Hospitals, Hyderabad",
458,"Star Hospitals, Hyderabad",
459,"Star Hospitals, Hyderabad",
460,"Star Hospitals, Hyderabad",
461,"Star Hospitals, Hyderabad",
462,"Star Hospitals, Hyderabad",
463,"Star Hospitals, Hyderabad",
464,"Star Hospitals, Hyderabad",
465,"Star Hospitals, Hyderabad",
466,"Star Hospitals, Hyderabad",
467,"Star Hospitals, Hyderabad",
468,"Star Hospitals, Hyderabad",
469,"Star Hospitals, Hyderabad",
470,"Star Hospitals, Hyderabad",
471,"Star Hospitals, Hyderabad",
472,"Star Hospitals, Hyderabad",
473,"Star Hospitals, Hyderabad",
474,"Star Hospitals, Hyderabad",
475,"Star Hospitals, Hyderabad",
476,"Star Hospitals, Hyderabad",
477,"Star Hospitals, Hyderabad",
478,"Star Hospitals, Hyderabad",
479,"Star Hospitals, Hyderabad",
480,"Star Hospitals, Hyderabad",
481,"Star Hospitals, Hyderabad",
482,"Star Hospitals, Hyderabad",
483,"Star Hospitals, Hyderabad",
484,"Star Hospitals, Hyderabad",
485,"Star Hospitals, Hyderabad",
486,"Star Hospitals, Hyderabad",
487,"Star Hospitals, Hyderabad",
488,"Star Hospitals, Hyderabad",
489,"Star Hospitals, Hyderabad","HOTEL'S NAME:
Hotel Comfotel
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
52
PRICE RANGE (INR):
3500
PRICE RANGE (USD):
50
HOTELS LINK:
no website"
490,"Star Hospitals, Hyderabad","HOTEL'S NAME:
Minerva Grand Banjara Hills
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.65
ROOM COUNT:
46
PRICE RANGE (INR):
3000
PRICE RANGE (USD):
42
HOTELS LINK:
minervagrand.com"
491,"Star Hospitals, Hyderabad","SIGHT'S NAME:
Jalagam Vengalrao Park
SIGHTS' ADDRESS:
Green Valley, Banjara Hills, Hyderabad, Telangana 500034
SIGHT DISTANCE FROM HOSPITAL (IN KM):
1.1
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
492,"Star Hospitals, Hyderabad","MARKET NAME:
Sai Market
MARKET IS KNOWN FOR:
Grocery
RESTURANTS IN MARKET PLACE:
Local, Fast Food
RELIGIOUS PLACES IN MARKET:
St. Alphonsus Church"
493,Omni Hospitals,"APPOINTMENT LINK
https://omnihospitals.in/kukatpally/"
494,Omni Hospitals,"INTERNATIONAL CUISINES
- Not Available -"
495,Omni Hospitals,"INTERNATIONAL RECOGNITIONS
- Not Available -"
496,Omni Hospitals,"ISO DETAILS
- Not Available -"
497,Omni Hospitals,"LANGUAGES
* English
* Hindi"
498,Omni Hospitals,
499,Omni Hospitals,
500,Omni Hospitals,
501,Omni Hospitals,
502,Omni Hospitals,
503,Omni Hospitals,
504,Omni Hospitals,
505,Omni Hospitals,
506,Omni Hospitals,
507,Omni Hospitals,
508,Omni Hospitals,
509,Omni Hospitals,
510,Omni Hospitals,
511,Omni Hospitals,
512,Omni Hospitals,
513,Omni Hospitals,
514,Omni Hospitals,
515,Omni Hospitals,
516,Omni Hospitals,
517,Omni Hospitals,
518,Omni Hospitals,
519,Omni Hospitals,
520,Omni Hospitals,
521,Omni Hospitals,
522,Omni Hospitals,
523,Omni Hospitals,
524,Omni Hospitals,
525,Omni Hospitals,
526,Omni Hospitals,
527,Omni Hospitals,
528,Omni Hospitals,
529,Omni Hospitals,
530,Omni Hospitals,
531,Omni Hospitals,
532,Omni Hospitals,
533,Omni Hospitals,
534,Omni Hospitals,
535,Omni Hospitals,
536,Omni Hospitals,
537,Omni Hospitals,
538,Omni Hospitals,
539,Omni Hospitals,
540,Omni Hospitals,
541,Omni Hospitals,
542,Omni Hospitals,
543,Omni Hospitals,
544,Omni Hospitals,
545,Omni Hospitals,
546,Omni Hospitals,
547,Omni Hospitals,
548,Omni Hospitals,
549,Omni Hospitals,
550,Omni Hospitals,
551,Omni Hospitals,
552,Omni Hospitals,
553,Omni Hospitals,
554,Omni Hospitals,
555,Omni Hospitals,
556,Omni Hospitals,
557,Omni Hospitals,
558,Omni Hospitals,
559,Omni Hospitals,
560,Omni Hospitals,
561,Omni Hospitals,
562,Omni Hospitals,
563,Omni Hospitals,
564,Omni Hospitals,
565,Omni Hospitals,
566,Omni Hospitals,
567,Omni Hospitals,
568,Omni Hospitals,
569,Omni Hospitals,
570,Omni Hospitals,
571,Omni Hospitals,
572,Omni Hospitals,
573,Omni Hospitals,
574,Omni Hospitals,
575,Omni Hospitals,
576,Omni Hospitals,
577,Omni Hospitals,
578,Omni Hospitals,
579,Omni Hospitals,
580,Omni Hospitals,
581,Omni Hospitals,
582,Omni Hospitals,
583,Omni Hospitals,
584,Omni Hospitals,
585,Omni Hospitals,
586,Omni Hospitals,
587,Omni Hospitals,
588,Omni Hospitals,
589,Omni Hospitals,
590,Omni Hospitals,
591,Omni Hospitals,"HOTEL'S NAME:
Hotel Sitara Grand
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.5
ROOM COUNT:
25
PRICE RANGE (INR):
2200
PRICE RANGE (USD):
31
HOTELS LINK:
sitarahotels.com"
592,Omni Hospitals,"HOTEL'S NAME:
Zibe Hyderabad By GRT Hotels
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.9
ROOM COUNT:
39
PRICE RANGE (INR):
2900
PRICE RANGE (USD):
41
HOTELS LINK:
grthotels.com"
593,Omni Hospitals,"SIGHT'S NAME:
Shilparamam
SIGHTS' ADDRESS:
Hi Tech City Main Road, Madhapur Rd, HITEC City, Hyderabad, Telangana 500081
SIGHT DISTANCE FROM HOSPITAL (IN KM):
7.8
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
594,Omni Hospitals,"MARKET NAME:
Friday Market
MARKET IS KNOWN FOR:
Vegetables, Fruits, Small House
RESTURANTS IN MARKET PLACE:
Bhavani Hotel
RELIGIOUS PLACES IN MARKET:
Worship And Prayer Church"
595,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","APPOINTMENT LINK
www.apollokakinada.com"
596,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","INTERNATIONAL CUSINES
We Are Taking Out Source Services For International Patients That We Are Providing According To The Patients Choice."
597,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","INTERNATIONAL RECOGNITIONS
NABH Accreditation"
598,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","ISO DETAILS
ISO 9001:2015"
599,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","LANGUAGES
* English"
600,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","CERTIFICATES
* NABH"
601,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","ROOMS
* Multiple Beds"
602,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
603,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
604,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
605,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
606,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
607,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
608,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
609,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
610,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
611,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
612,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
613,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
614,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
615,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
616,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
617,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
618,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
619,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
620,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
621,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
622,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
623,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
624,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
625,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
626,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
627,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
628,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
629,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
630,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
631,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
632,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
633,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
634,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)",
635,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","HOTEL'S NAME:
Hotel Arka
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
22
PRICE RANGE (INR):
1700
PRICE RANGE (USD):
24
HOTELS LINK:
no website"
636,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","HOTEL'S NAME:
Hotel Jaya Residency
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
17
PRICE RANGE (INR):
2200
PRICE RANGE (USD):
31
HOTELS LINK:
daspallahotels.com"
637,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","HOTEL'S NAME:
Hotel Arka
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
22
PRICE RANGE (INR):
1700
PRICE RANGE (USD):
24
HOTELS LINK:
no website"
638,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","HOTEL'S NAME:
Hotel Jaya Residency
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
17
PRICE RANGE (INR):
2200
PRICE RANGE (USD):
31
HOTELS LINK:
daspallahotels.com"
639,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","SIGHT'S NAME:
Coringa Wildlife Sanctuary
SIGHTS' ADDRESS:
Coringa, East Godavari Dist, Kakinada, Andhra Pradesh 533461
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
www.olacabs.com
AGENCY CONTACT:
080-67350900"
640,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","SIGHT'S NAME:
Coringa Wildlife Sanctuary
SIGHTS' ADDRESS:
Coringa, East Godavari Dist, Kakinada, Andhra Pradesh 533461
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
www.olacabs.com
AGENCY CONTACT:
080-67350900"
641,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","MARKET NAME:
Kotha Peta Market (Fish Market)
MARKET IS KNOWN FOR:
Fish Market
RESTURANTS IN MARKET PLACE:
Local, Casual, Fast Food, Etc.
RELIGIOUS PLACES IN MARKET:
Nagina Masjid"
642,"APOLLO HOSPITALS, KAKINADA (Samudra Health Care Enterprises Ltd.) (A Unit Of Apollo Hospitals Enterprises Limited)","MARKET NAME:
Kotha Peta Market (Fish Market)
MARKET IS KNOWN FOR:
Fish Market
RESTURANTS IN MARKET PLACE:
Local, Casual, Fast Food, Etc.
RELIGIOUS PLACES IN MARKET:
Nagina Masjid"
