,Hospitals,Hotels
610,"Max Super Speciality Hospitals, Patparganj",
611,"Max Super Speciality Hospitals, Patparganj",
612,"Max Super Speciality Hospitals, Patparganj",
613,"Max Super Speciality Hospitals, Patparganj",
614,"Max Super Speciality Hospitals, Patparganj",
615,"Max Super Speciality Hospitals, Patparganj",
616,"Max Super Speciality Hospitals, Patparganj",
617,"Max Super Speciality Hospitals, Patparganj",
618,"Max Super Speciality Hospitals, Patparganj",
619,"Max Super Speciality Hospitals, Patparganj",
620,"Max Super Speciality Hospitals, Patparganj",
621,"Max Super Speciality Hospitals, Patparganj",
622,"Max Super Speciality Hospitals, Patparganj",
623,"Max Super Speciality Hospitals, Patparganj",
624,"Max Super Speciality Hospitals, Patparganj",
625,"Max Super Speciality Hospitals, Patparganj",
626,"Max Super Speciality Hospitals, Patparganj",
627,"Max Super Speciality Hospitals, Patparganj",
628,"Max Super Speciality Hospitals, Patparganj",
629,"Max Super Speciality Hospitals, Patparganj",
630,"Max Super Speciality Hospitals, Patparganj",
631,"Max Super Speciality Hospitals, Patparganj",
632,"Max Super Speciality Hospitals, Patparganj",
633,"Max Super Speciality Hospitals, Patparganj",
634,"Max Super Speciality Hospitals, Patparganj",
635,"Max Super Speciality Hospitals, Patparganj",
636,"Max Super Speciality Hospitals, Patparganj",
637,"Max Super Speciality Hospitals, Patparganj",
638,"Max Super Speciality Hospitals, Patparganj",
639,"Max Super Speciality Hospitals, Patparganj",
640,"Max Super Speciality Hospitals, Patparganj",
641,"Max Super Speciality Hospitals, Patparganj",
642,"Max Super Speciality Hospitals, Patparganj",
643,"Max Super Speciality Hospitals, Patparganj",
644,"Max Super Speciality Hospitals, Patparganj",
645,"Max Super Speciality Hospitals, Patparganj",
646,"Max Super Speciality Hospitals, Patparganj",
647,"Max Super Speciality Hospitals, Patparganj",
648,"Max Super Speciality Hospitals, Patparganj",
649,"Max Super Speciality Hospitals, Patparganj",
650,"Max Super Speciality Hospitals, Patparganj",
651,"Max Super Speciality Hospitals, Patparganj",
652,"Max Super Speciality Hospitals, Patparganj",
653,"Max Super Speciality Hospitals, Patparganj",
654,"Max Super Speciality Hospitals, Patparganj",
655,"Max Super Speciality Hospitals, Patparganj",
656,"Max Super Speciality Hospitals, Patparganj",
657,"Max Super Speciality Hospitals, Patparganj",
658,"Max Super Speciality Hospitals, Patparganj",
659,"Max Super Speciality Hospitals, Patparganj",
660,"Max Super Speciality Hospitals, Patparganj",
661,"Max Super Speciality Hospitals, Patparganj",
662,"Max Super Speciality Hospitals, Patparganj",
663,"Max Super Speciality Hospitals, Patparganj",
664,"Max Super Speciality Hospitals, Patparganj",
665,"Max Super Speciality Hospitals, Patparganj",
666,"Max Super Speciality Hospitals, Patparganj",
667,"Max Super Speciality Hospitals, Patparganj",
668,"Max Super Speciality Hospitals, Patparganj",
669,"Max Super Speciality Hospitals, Patparganj",
670,"Max Super Speciality Hospitals, Patparganj",
671,"Max Super Speciality Hospitals, Patparganj",
672,"Max Super Speciality Hospitals, Patparganj",
673,"Max Super Speciality Hospitals, Patparganj",
674,"Max Super Speciality Hospitals, Patparganj",
675,"Max Super Speciality Hospitals, Patparganj",
676,"Max Super Speciality Hospitals, Patparganj",
677,"Max Super Speciality Hospitals, Patparganj",
678,"Max Super Speciality Hospitals, Patparganj",
679,"Max Super Speciality Hospitals, Patparganj","HOTEL'S NAME:
LE MERIDIEN NEW DELHI
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
12.0
ROOM COUNT:
360
PRICE RANGE (INR):
8000
PRICE RANGE (USD):
106
HOTELS LINK:
http://lemeridien.com"
680,"Max Super Speciality Hospitals, Patparganj","HOTEL'S NAME:
THE ROYAL PLAZA
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
10.0
ROOM COUNT:
420
PRICE RANGE (INR):
6000
PRICE RANGE (USD):
80
HOTELS LINK:
http://hoteltheroyalplaza.com"
681,"Max Super Speciality Hospitals, Patparganj","SIGHT'S NAME:
Akshardam Temple
SIGHTS' ADDRESS:
Noida Mor, Pandav Nagar, New Delhi, Delhi 110092
SIGHT DISTANCE FROM HOSPITAL (IN KM):
4.0
CONNECTIVITY:
Metro, Tourist Buses, Local Bus, City Bus, Taxi, Auto, E – Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
682,"Max Super Speciality Hospitals, Patparganj","MARKET NAME:
Khan Market
MARKET IS KNOWN FOR:
Hardware, Electronics, Fabric, Footwear, Ethnic Items, Designer Outfits
RESTURANTS IN MARKET PLACE:
Indian, Mughlai, Italian, Café, Chinese, Thai, Continental, French, Continental
RELIGIOUS PLACES IN MARKET:
Temple – Gopal Mandir, Jewish - Judah Hyam Synagogue Church – St Latter Day Church"
683,"Max Super Speciality Hospitals, Delhi","APPOINTMENT LINK
https://www.maxonlinebooking.com/"
684,"Max Super Speciality Hospitals, Delhi","INTERNATIONAL CUISINES
* Indian"
685,"Max Super Speciality Hospitals, Delhi","INTERNATIONAL RECOGNITIONS
- Not Available -"
686,"Max Super Speciality Hospitals, Delhi","ISO DETAILS
- Not Available -"
687,"Max Super Speciality Hospitals, Delhi","LANGUAGES
* English
* Arabic
* French
* Russian"
688,"Max Super Speciality Hospitals, Delhi",
689,"Max Super Speciality Hospitals, Delhi",
690,"Max Super Speciality Hospitals, Delhi",
691,"Max Super Speciality Hospitals, Delhi",
692,"Max Super Speciality Hospitals, Delhi",
693,"Max Super Speciality Hospitals, Delhi",
694,"Max Super Speciality Hospitals, Delhi",
695,"Max Super Speciality Hospitals, Delhi",
696,"Max Super Speciality Hospitals, Delhi",
697,"Max Super Speciality Hospitals, Delhi",
698,"Max Super Speciality Hospitals, Delhi",
699,"Max Super Speciality Hospitals, Delhi",
700,"Max Super Speciality Hospitals, Delhi",
701,"Max Super Speciality Hospitals, Delhi",
702,"Max Super Speciality Hospitals, Delhi",
703,"Max Super Speciality Hospitals, Delhi",
704,"Max Super Speciality Hospitals, Delhi",
705,"Max Super Speciality Hospitals, Delhi",
706,"Max Super Speciality Hospitals, Delhi",
707,"Max Super Speciality Hospitals, Delhi",
708,"Max Super Speciality Hospitals, Delhi",
709,"Max Super Speciality Hospitals, Delhi",
710,"Max Super Speciality Hospitals, Delhi",
711,"Max Super Speciality Hospitals, Delhi",
712,"Max Super Speciality Hospitals, Delhi",
713,"Max Super Speciality Hospitals, Delhi",
714,"Max Super Speciality Hospitals, Delhi",
715,"Max Super Speciality Hospitals, Delhi",
716,"Max Super Speciality Hospitals, Delhi",
717,"Max Super Speciality Hospitals, Delhi",
718,"Max Super Speciality Hospitals, Delhi",
719,"Max Super Speciality Hospitals, Delhi",
720,"Max Super Speciality Hospitals, Delhi",
721,"Max Super Speciality Hospitals, Delhi",
722,"Max Super Speciality Hospitals, Delhi",
723,"Max Super Speciality Hospitals, Delhi",
724,"Max Super Speciality Hospitals, Delhi",
725,"Max Super Speciality Hospitals, Delhi",
726,"Max Super Speciality Hospitals, Delhi",
727,"Max Super Speciality Hospitals, Delhi",
728,"Max Super Speciality Hospitals, Delhi",
729,"Max Super Speciality Hospitals, Delhi",
730,"Max Super Speciality Hospitals, Delhi",
731,"Max Super Speciality Hospitals, Delhi",
732,"Max Super Speciality Hospitals, Delhi",
733,"Max Super Speciality Hospitals, Delhi",
734,"Max Super Speciality Hospitals, Delhi",
735,"Max Super Speciality Hospitals, Delhi",
736,"Max Super Speciality Hospitals, Delhi",
737,"Max Super Speciality Hospitals, Delhi",
738,"Max Super Speciality Hospitals, Delhi",
739,"Max Super Speciality Hospitals, Delhi",
740,"Max Super Speciality Hospitals, Delhi",
741,"Max Super Speciality Hospitals, Delhi",
742,"Max Super Speciality Hospitals, Delhi",
743,"Max Super Speciality Hospitals, Delhi",
744,"Max Super Speciality Hospitals, Delhi",
745,"Max Super Speciality Hospitals, Delhi",
746,"Max Super Speciality Hospitals, Delhi",
747,"Max Super Speciality Hospitals, Delhi",
748,"Max Super Speciality Hospitals, Delhi",
749,"Max Super Speciality Hospitals, Delhi",
750,"Max Super Speciality Hospitals, Delhi",
751,"Max Super Speciality Hospitals, Delhi",
752,"Max Super Speciality Hospitals, Delhi",
753,"Max Super Speciality Hospitals, Delhi",
754,"Max Super Speciality Hospitals, Delhi",
755,"Max Super Speciality Hospitals, Delhi",
756,"Max Super Speciality Hospitals, Delhi",
757,"Max Super Speciality Hospitals, Delhi",
758,"Max Super Speciality Hospitals, Delhi",
759,"Max Super Speciality Hospitals, Delhi",
760,"Max Super Speciality Hospitals, Delhi",
761,"Max Super Speciality Hospitals, Delhi",
762,"Max Super Speciality Hospitals, Delhi",
763,"Max Super Speciality Hospitals, Delhi",
764,"Max Super Speciality Hospitals, Delhi",
765,"Max Super Speciality Hospitals, Delhi",
766,"Max Super Speciality Hospitals, Delhi",
767,"Max Super Speciality Hospitals, Delhi",
768,"Max Super Speciality Hospitals, Delhi",
769,"Max Super Speciality Hospitals, Delhi",
770,"Max Super Speciality Hospitals, Delhi",
771,"Max Super Speciality Hospitals, Delhi","HOTEL'S NAME:
THE ROYAL PLAZA
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
418
PRICE RANGE (INR):
8000
PRICE RANGE (USD):
106
HOTELS LINK:
http://hoteltheroyalplaza.com"
772,"Max Super Speciality Hospitals, Delhi","HOTEL'S NAME:
HOTEL ASIAN INTERNATIONAL
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
38
PRICE RANGE (INR):
4000
PRICE RANGE (USD):
53
HOTELS LINK:
http://hotelasian.com"
773,"Max Super Speciality Hospitals, Delhi","SIGHT'S NAME:
Nandan Kanan National Park
SIGHTS' ADDRESS:
Nandan Kanan National Park
SIGHT DISTANCE FROM HOSPITAL (IN KM):
13.0
CONNECTIVITY:
Metro, Tourist Buses, Local Bus, City Bus, Taxi, Auto, E – Rikshaw
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
774,"Max Super Speciality Hospitals, Delhi","MARKET NAME:
Khan Market
MARKET IS KNOWN FOR:
Hardware, Electronics, Fabric, Footwear, Ethnic Items, Designer Outfits
RESTURANTS IN MARKET PLACE:
Indian, Mughlai, Italian, Café, Chinese, Thai, Continental, French, Continental
RELIGIOUS PLACES IN MARKET:
Temple – Gopal Mandir, Jewish - Judah Hyam Synagogue Church – St Latter Day Church"
